osmid,y,x,street_count,highway,geometry
2066743953,36.5397384,139.8997929,3,,POINT (139.8997929 36.5397384)
2066743954,36.5397385,139.9049295,3,,POINT (139.9049295 36.5397385)
2066743956,36.5397848,139.9040138,3,,POINT (139.9040138 36.5397848)
2066743960,36.54,139.904961,3,,POINT (139.904961 36.54)
2066743961,36.5401723,139.9032488,3,,POINT (139.9032488 36.5401723)
2066743962,36.5402044,139.9039367,4,,POINT (139.9039367 36.5402044)
2066743963,36.5402268,139.9044183,3,,POINT (139.9044183 36.5402268)
2066743969,36.5405216,139.9005916,3,,POINT (139.9005916 36.5405216)
2066743970,36.540592,139.90273,3,,POINT (139.90273 36.540592)
2066743972,36.540758,139.9047228,3,,POINT (139.9047228 36.540758)
2066743975,36.5408076,139.9039114,3,,POINT (139.9039114 36.5408076)
2066743976,36.5408928,139.8927371,3,,POINT (139.8927371 36.5408928)
2066743978,36.5411708,139.9040804,4,traffic_signals,POINT (139.9040804 36.5411708)
2066743979,36.5413506,139.8929097,3,,POINT (139.8929097 36.5413506)
2066743983,36.541584,139.8940645,3,,POINT (139.8940645 36.541584)
2066743984,36.541831,139.8930153,3,,POINT (139.8930153 36.541831)
2066743985,36.5419002,139.8915224,3,,POINT (139.8915224 36.5419002)
2066743987,36.5420196,139.9027917,4,traffic_signals,POINT (139.9027917 36.5420196)
2066743991,36.5425589,139.9019341,3,,POINT (139.9019341 36.5425589)
2066743993,36.5427671,139.8931098,4,,POINT (139.8931098 36.5427671)
2066743994,36.5430079,139.8967665,3,,POINT (139.8967665 36.5430079)
2066743997,36.5431484,139.893767,3,,POINT (139.893767 36.5431484)
2066744001,36.5435313,139.895787,3,,POINT (139.895787 36.5435313)
2066744002,36.5435344,139.8950455,3,,POINT (139.8950455 36.5435344)
2066744004,36.5438905,139.8955662,3,,POINT (139.8955662 36.5438905)
2066744005,36.5438906,139.8950927,3,,POINT (139.8950927 36.5438906)
2066744007,36.5439642,139.8946264,4,,POINT (139.8946264 36.5439642)
2066744011,36.5442424,139.8992219,4,traffic_signals,POINT (139.8992219 36.5442424)
2066744012,36.54425,139.896407,3,,POINT (139.896407 36.54425)
2066744013,36.544448,139.896861,3,,POINT (139.896861 36.544448)
2066744015,36.5447351,139.8964217,3,,POINT (139.8964217 36.5447351)
2066744016,36.5447752,139.8982853,3,,POINT (139.8982853 36.5447752)
2066744023,36.5455821,139.897009,4,traffic_signals,POINT (139.897009 36.5455821)
2066744025,36.5462535,139.8959323,4,,POINT (139.8959323 36.5462535)
2066744036,36.5475658,139.8940843,3,,POINT (139.8940843 36.5475658)
2066744046,36.549695,139.9104143,3,,POINT (139.9104143 36.549695)
2066826063,36.542575,139.9031722,4,,POINT (139.9031722 36.542575)
2066826067,36.5429401,139.9034567,3,,POINT (139.9034567 36.5429401)
2066826071,36.5432825,139.9037221,4,,POINT (139.9037221 36.5432825)
2066826100,36.545198,139.9044125,4,traffic_signals,POINT (139.9044125 36.545198)
2077136816,36.5501937,139.8838163,3,,POINT (139.8838163 36.5501937)
2077136880,36.5532437,139.8823762,4,traffic_signals,POINT (139.8823762 36.5532437)
2180124582,36.554272,139.9024929,3,,POINT (139.9024929 36.554272)
2180124583,36.5544672,139.9006006,3,,POINT (139.9006006 36.5544672)
2180124585,36.5547775,139.9025979,4,,POINT (139.9025979 36.5547775)
2180124590,36.5552396,139.9053671,3,,POINT (139.9053671 36.5552396)
2180124592,36.5553167,139.9015348,3,,POINT (139.9015348 36.5553167)
2180124597,36.5556134,139.9015692,3,,POINT (139.9015692 36.5556134)
2180124600,36.5558046,139.9028017,3,,POINT (139.9028017 36.5558046)
2180124601,36.5558717,139.8999805,3,,POINT (139.8999805 36.5558717)
2180124603,36.5559737,139.899237,3,,POINT (139.899237 36.5559737)
2180124605,36.5560705,139.9016074,4,,POINT (139.9016074 36.5560705)
2180124608,36.5561518,139.9008093,4,,POINT (139.9008093 36.5561518)
2180124612,36.556235,139.9000273,4,,POINT (139.9000273 36.556235)
2180124613,36.5562819,139.8993142,3,,POINT (139.8993142 36.5562819)
2180124614,36.5563241,139.9023025,3,,POINT (139.9023025 36.5563241)
2180124616,36.5564423,139.9007935,3,,POINT (139.9007935 36.5564423)
2180124617,36.5564926,139.8993448,3,,POINT (139.8993448 36.5564926)
2180124618,36.556493,139.9000606,4,,POINT (139.9000606 36.556493)
2180124619,36.5565455,139.8989961,3,,POINT (139.8989961 36.5565455)
2180124621,36.5565967,139.8986587,3,,POINT (139.8986587 36.5565967)
2180124622,36.5568994,139.9023523,3,,POINT (139.9023523 36.5568994)
2180124623,36.5569489,139.9017189,3,,POINT (139.9017189 36.5569489)
2180124624,36.5569813,139.901724,3,,POINT (139.901724 36.5569813)
2180124625,36.5570597,139.9008495,3,,POINT (139.9008495 36.5570597)
2180124626,36.5571452,139.900859,3,,POINT (139.900859 36.5571452)
2180124627,36.5571946,139.9034563,3,,POINT (139.9034563 36.5571946)
2180124628,36.5571992,139.9001428,4,,POINT (139.9001428 36.5571992)
2180124629,36.5572022,139.9033493,4,,POINT (139.9033493 36.5572022)
2180124630,36.5572715,139.899118,3,,POINT (139.899118 36.5572715)
2180124631,36.5572734,139.9023974,4,,POINT (139.9023974 36.5572734)
2180124632,36.5578084,139.9024536,3,,POINT (139.9024536 36.5578084)
2180124749,36.563024,139.9075667,3,,POINT (139.9075667 36.563024)
2180135127,36.5722676,139.9013708,3,,POINT (139.9013708 36.5722676)
2180135159,36.5746407,139.9021352,3,,POINT (139.9021352 36.5746407)
2180135161,36.5746779,139.9017868,3,traffic_signals,POINT (139.9017868 36.5746779)
2186932518,36.5716024,139.8817631,3,,POINT (139.8817631 36.5716024)
2203411321,36.5483635,139.8926621,3,,POINT (139.8926621 36.5483635)
2203411323,36.5482994,139.8925593,3,,POINT (139.8925593 36.5482994)
2203411324,36.5487245,139.8918743,3,,POINT (139.8918743 36.5487245)
2272727108,36.5805893,139.9138264,3,,POINT (139.9138264 36.5805893)
2272727113,36.5808313,139.9131634,3,,POINT (139.9131634 36.5808313)
2272727126,36.5816741,139.917399,3,,POINT (139.917399 36.5816741)
2272727147,36.5825006,139.9170577,3,,POINT (139.9170577 36.5825006)
2272727150,36.5823704,139.918437,4,,POINT (139.918437 36.5823704)
2272727155,36.5828922,139.9175068,4,traffic_signals,POINT (139.9175068 36.5828922)
2272727157,36.5829244,139.9217179,3,,POINT (139.9217179 36.5829244)
2272727158,36.58298,139.9208755,3,,POINT (139.9208755 36.58298)
2272727159,36.5831431,139.9168789,4,,POINT (139.9168789 36.5831431)
2272727160,36.5832769,139.9209426,3,,POINT (139.9209426 36.5832769)
2272727161,36.583306,139.9163044,4,,POINT (139.9163044 36.583306)
2272727162,36.583452,139.9154013,4,traffic_signals,POINT (139.9154013 36.583452)
2272727163,36.5835275,139.9219308,3,,POINT (139.9219308 36.5835275)
2272727165,36.5835847,139.9211148,3,,POINT (139.9211148 36.5835847)
2272727166,36.5835978,139.9143473,4,,POINT (139.9143473 36.5835978)
2272727167,36.5844378,139.9208146,3,,POINT (139.9208146 36.5844378)
2272727168,36.5846198,139.9242728,3,,POINT (139.9242728 36.5846198)
2282115891,36.5679098,139.9168003,3,,POINT (139.9168003 36.5679098)
2282115912,36.5688409,139.9162435,3,,POINT (139.9162435 36.5688409)
2379114892,36.5753698,139.9464402,4,traffic_signals,POINT (139.9464402 36.5753698)
2445203075,36.5549541,139.8843549,3,,POINT (139.8843549 36.5549541)
2445203081,36.5549735,139.8833208,3,,POINT (139.8833208 36.5549735)
2459987969,36.5422497,139.8825811,3,,POINT (139.8825811 36.5422497)
2459995333,36.5494183,139.8908727,3,,POINT (139.8908727 36.5494183)
2459995335,36.5496099,139.8910874,3,,POINT (139.8910874 36.5496099)
2459995338,36.5484904,139.8927715,3,,POINT (139.8927715 36.5484904)
2459995339,36.5494422,139.8913058,3,,POINT (139.8913058 36.5494422)
2459995755,36.5493112,139.8915167,3,,POINT (139.8915167 36.5493112)
2899231555,36.5601824,139.9419405,4,traffic_signals,POINT (139.9419405 36.5601824)
2899231556,36.5602002,139.9417947,4,traffic_signals,POINT (139.9417947 36.5602002)
2938187506,36.5647832,139.899469,3,,POINT (139.899469 36.5647832)
3138704850,36.581324,139.9198157,3,,POINT (139.9198157 36.581324)
3160481184,36.5511928,139.8928975,4,traffic_signals,POINT (139.8928975 36.5511928)
3163003742,36.5825031,139.9170137,3,,POINT (139.9170137 36.5825031)
3163003745,36.5826131,139.9161957,3,,POINT (139.9161957 36.5826131)
3235953239,36.5448042,139.9392086,4,traffic_signals,POINT (139.9392086 36.5448042)
3235953240,36.5449402,139.9393078,3,,POINT (139.9393078 36.5449402)
3241910892,36.5641399,139.8883698,3,,POINT (139.8883698 36.5641399)
3241910898,36.5637337,139.8808566,3,,POINT (139.8808566 36.5637337)
3241910901,36.5663515,139.8884799,3,,POINT (139.8884799 36.5663515)
3247912197,36.5506979,139.891514,3,,POINT (139.891514 36.5506979)
3255086428,36.5643491,139.8902083,3,,POINT (139.8902083 36.5643491)
3255086431,36.5644089,139.8894708,4,,POINT (139.8894708 36.5644089)
3255086433,36.5644682,139.8890279,3,,POINT (139.8890279 36.5644682)
3686822767,36.5629687,139.881066,4,,POINT (139.881066 36.5629687)
3686822812,36.573487,139.8806926,4,,POINT (139.8806926 36.573487)
3686822822,36.5629197,139.8819824,3,,POINT (139.8819824 36.5629197)
3692643459,36.5728007,139.9175867,4,,POINT (139.9175867 36.5728007)
3692643465,36.5728448,139.9181766,1,,POINT (139.9181766 36.5728448)
3692643478,36.5727735,139.9165308,3,,POINT (139.9165308 36.5727735)
3692730150,36.5591768,139.9064945,3,,POINT (139.9064945 36.5591768)
3692730161,36.5604741,139.9066384,3,,POINT (139.9066384 36.5604741)
3694897619,36.5628693,139.8972733,3,,POINT (139.8972733 36.5628693)
3694897647,36.5631755,139.8965603,3,,POINT (139.8965603 36.5631755)
3694899266,36.5640458,139.8980002,3,,POINT (139.8980002 36.5640458)
3694923384,36.5652935,139.8976196,3,,POINT (139.8976196 36.5652935)
3694923385,36.5663699,139.8979479,4,traffic_signals,POINT (139.8979479 36.5663699)
3696255566,36.5718162,139.8926306,3,,POINT (139.8926306 36.5718162)
3698122983,36.5695446,139.8828033,3,,POINT (139.8828033 36.5695446)
3698123535,36.5706041,139.8818804,3,,POINT (139.8818804 36.5706041)
3698264338,36.5628007,139.9170655,3,,POINT (139.9170655 36.5628007)
3698264340,36.5633951,139.9174353,3,,POINT (139.9174353 36.5633951)
3698264343,36.5628094,139.9174518,3,,POINT (139.9174518 36.5628094)
3698264344,36.5633752,139.9162855,3,,POINT (139.9162855 36.5633752)
3698264345,36.5627806,139.9163119,3,,POINT (139.9163119 36.5627806)
3698264348,36.5627964,139.9168787,3,,POINT (139.9168787 36.5627964)
3698264351,36.5633904,139.9172633,3,,POINT (139.9172633 36.5633904)
3698264355,36.5633812,139.9168604,3,,POINT (139.9168604 36.5633812)
3698264356,36.5656094,139.9233732,3,,POINT (139.9233732 36.5656094)
3698264357,36.5655307,139.9239962,3,,POINT (139.9239962 36.5655307)
3698264359,36.5628052,139.9172641,3,,POINT (139.9172641 36.5628052)
3698264360,36.5633849,139.9170601,3,,POINT (139.9170601 36.5633849)
3698264361,36.5656546,139.9230496,3,,POINT (139.9230496 36.5656546)
3698264362,36.5653029,139.9229922,3,,POINT (139.9229922 36.5653029)
3706470475,36.5560548,139.8951157,3,,POINT (139.8951157 36.5560548)
3708887282,36.5442343,139.9399921,4,,POINT (139.9399921 36.5442343)
3708887283,36.5481857,139.9278569,4,traffic_signals,POINT (139.9278569 36.5481857)
3708887294,36.5477353,139.9300424,4,,POINT (139.9300424 36.5477353)
3708887296,36.5474246,139.9312928,4,traffic_signals,POINT (139.9312928 36.5474246)
3708887311,36.5469286,139.9329336,4,,POINT (139.9329336 36.5469286)
3708887313,36.5420177,139.9442417,4,traffic_signals,POINT (139.9442417 36.5420177)
3708887314,36.5424584,139.9427779,4,,POINT (139.9427779 36.5424584)
3708887321,36.544776,139.9390813,3,traffic_signals,POINT (139.9390813 36.544776)
3708887322,36.5467073,139.9335881,4,,POINT (139.9335881 36.5467073)
3708890727,36.545298,139.9378574,4,traffic_signals,POINT (139.9378574 36.545298)
3708890730,36.5454125,139.9375362,4,traffic_signals,POINT (139.9375362 36.5454125)
3708890732,36.5469668,139.9328203,3,traffic_signals,POINT (139.9328203 36.5469668)
3708890733,36.5429672,139.9418143,4,traffic_signals,POINT (139.9418143 36.5429672)
3708890738,36.5458899,139.9361069,4,,POINT (139.9361069 36.5458899)
3708890741,36.5478468,139.9295565,3,,POINT (139.9295565 36.5478468)
3708890743,36.5461979,139.9351306,3,,POINT (139.9351306 36.5461979)
3708890747,36.5464764,139.9342681,4,traffic_signals,POINT (139.9342681 36.5464764)
3708890753,36.5419328,139.9453006,4,,POINT (139.9453006 36.5419328)
3709141499,36.5582322,139.9009077,3,,POINT (139.9009077 36.5582322)
3709141515,36.5598561,139.903156,3,,POINT (139.903156 36.5598561)
3709141524,36.5589067,139.9029725,3,,POINT (139.9029725 36.5589067)
3709142627,36.5594476,139.9021126,4,,POINT (139.9021126 36.5594476)
3709142633,36.5595227,139.901075,3,,POINT (139.901075 36.5595227)
3709142636,36.5593684,139.9030511,3,,POINT (139.9030511 36.5593684)
3709146440,36.560461,139.8949231,3,,POINT (139.8949231 36.560461)
3709210775,36.5583021,139.8950084,3,,POINT (139.8950084 36.5583021)
3709210794,36.5575761,139.894641,3,,POINT (139.894641 36.5575761)
3719408719,36.5713193,139.9129543,3,,POINT (139.9129543 36.5713193)
3719412444,36.5740277,139.9115381,3,,POINT (139.9115381 36.5740277)
3719412447,36.5712351,139.9132105,3,,POINT (139.9132105 36.5712351)
3719412466,36.571965,139.9114702,3,,POINT (139.9114702 36.571965)
3719412473,36.5736305,139.9133463,3,traffic_signals,POINT (139.9133463 36.5736305)
3719412491,36.5735537,139.9132429,3,,POINT (139.9132429 36.5735537)
3719426951,36.579783,139.9218589,3,,POINT (139.9218589 36.579783)
3719472361,36.5570078,139.9453319,3,,POINT (139.9453319 36.5570078)
3719475987,36.5599119,139.9391133,4,,POINT (139.9391133 36.5599119)
3719475991,36.5592072,139.9390804,3,,POINT (139.9390804 36.5592072)
3719830375,36.5586561,139.9461854,3,,POINT (139.9461854 36.5586561)
3719830390,36.5462005,139.9430567,3,,POINT (139.9430567 36.5462005)
3719830395,36.5571404,139.9439945,3,,POINT (139.9439945 36.5571404)
3719830407,36.5462724,139.941891,3,,POINT (139.941891 36.5462724)
3720907687,36.5702711,139.9216459,4,,POINT (139.9216459 36.5702711)
3720907688,36.5709494,139.9232205,3,,POINT (139.9232205 36.5709494)
3720907700,36.570668,139.9218245,4,,POINT (139.9218245 36.570668)
3720915816,36.5564315,139.9262005,3,,POINT (139.9262005 36.5564315)
3720933223,36.5564375,139.9112263,4,traffic_signals,POINT (139.9112263 36.5564375)
3721208589,36.5879386,139.9287567,1,,POINT (139.9287567 36.5879386)
3721209328,36.5889163,139.925818,3,,POINT (139.925818 36.5889163)
3721209348,36.5885918,139.9223566,3,,POINT (139.9223566 36.5885918)
3721209365,36.5887261,139.9261147,3,,POINT (139.9261147 36.5887261)
3721209366,36.588781,139.9281476,3,,POINT (139.9281476 36.588781)
3721338730,36.5576203,139.9049529,3,,POINT (139.9049529 36.5576203)
3721338741,36.5562814,139.9048131,4,,POINT (139.9048131 36.5562814)
3721338743,36.5557793,139.9047472,3,,POINT (139.9047472 36.5557793)
3721338763,36.554202,139.9028458,3,,POINT (139.9028458 36.554202)
3730044651,36.5852626,139.9187364,3,,POINT (139.9187364 36.5852626)
3730044663,36.5783858,139.9115161,1,,POINT (139.9115161 36.5783858)
3730044670,36.5848174,139.9191729,3,,POINT (139.9191729 36.5848174)
3730044675,36.5783686,139.9110709,1,,POINT (139.9110709 36.5783686)
3730044692,36.5777001,139.9118642,3,,POINT (139.9118642 36.5777001)
3730044693,36.5772744,139.9091802,3,,POINT (139.9091802 36.5772744)
3730044700,36.5771984,139.9100302,3,,POINT (139.9100302 36.5771984)
3730044714,36.5776764,139.9113916,3,,POINT (139.9113916 36.5776764)
3730044723,36.5841623,139.918136,3,,POINT (139.918136 36.5841623)
3730044725,36.5782997,139.9114893,3,,POINT (139.9114893 36.5782997)
3730044727,36.5838866,139.9174438,1,,POINT (139.9174438 36.5838866)
3730044728,36.5846538,139.9183917,3,,POINT (139.9183917 36.5846538)
3730044732,36.5844265,139.9187861,3,,POINT (139.9187861 36.5844265)
3730044743,36.5840338,139.9180676,3,,POINT (139.9180676 36.5840338)
3730046601,36.5858157,139.9192231,3,,POINT (139.9192231 36.5858157)
3730046602,36.5894585,139.9219054,3,,POINT (139.9219054 36.5894585)
3730046605,36.5860041,139.9194401,3,,POINT (139.9194401 36.5860041)
3730046606,36.5854114,139.9204586,3,,POINT (139.9204586 36.5854114)
3730046610,36.5857646,139.918109,1,,POINT (139.918109 36.5857646)
3730046614,36.5855017,139.9189099,4,,POINT (139.9189099 36.5855017)
3730046618,36.5886463,139.9203191,1,,POINT (139.9203191 36.5886463)
3730049325,36.5859493,139.9186322,3,,POINT (139.9186322 36.5859493)
3730049331,36.5860565,139.9195013,3,,POINT (139.9195013 36.5860565)
3730049333,36.5854199,139.9185739,3,,POINT (139.9185739 36.5854199)
3730077513,36.5890129,139.9243172,1,,POINT (139.9243172 36.5890129)
3730077514,36.5895382,139.9249226,3,,POINT (139.9249226 36.5895382)
3730450034,36.5568239,139.9141365,3,,POINT (139.9141365 36.5568239)
3730450036,36.5563272,139.907466,4,,POINT (139.907466 36.5563272)
3730450048,36.5565203,139.9148153,1,,POINT (139.9148153 36.5565203)
3730450070,36.557901,139.907717,4,traffic_signals,POINT (139.907717 36.557901)
3730450080,36.5580436,139.9077345,4,traffic_signals,POINT (139.9077345 36.5580436)
3730450332,36.5574141,139.9076447,4,,POINT (139.9076447 36.5574141)
3730498045,36.5662938,139.8902139,3,,POINT (139.8902139 36.5662938)
3730498049,36.5662615,139.8906026,3,,POINT (139.8906026 36.5662615)
3730498056,36.5731627,139.8900531,3,,POINT (139.8900531 36.5731627)
3730498059,36.5783302,139.8970469,1,,POINT (139.8970469 36.5783302)
3730498069,36.5692167,139.8903395,4,,POINT (139.8903395 36.5692167)
3730498073,36.5672756,139.890345,3,,POINT (139.890345 36.5672756)
3730498076,36.5741448,139.8886497,3,,POINT (139.8886497 36.5741448)
3730498079,36.5656124,139.8896812,3,,POINT (139.8896812 36.5656124)
3730498081,36.568239,139.8902204,4,,POINT (139.8902204 36.568239)
3730498082,36.5741535,139.8900532,3,,POINT (139.8900532 36.5741535)
3730498083,36.5710377,139.88868,3,,POINT (139.88868 36.5710377)
3730498106,36.5832607,139.8906631,3,,POINT (139.8906631 36.5832607)
3730498116,36.565169,139.8896292,3,,POINT (139.8896292 36.565169)
3730498118,36.5712695,139.890016,3,traffic_signals,POINT (139.890016 36.5712695)
3730498226,36.5702301,139.8904419,3,,POINT (139.8904419 36.5702301)
3730498232,36.5678133,139.889144,3,,POINT (139.889144 36.5678133)
3730498233,36.5677732,139.8897844,3,,POINT (139.8897844 36.5677732)
3730498234,36.5656281,139.8889815,4,,POINT (139.8889815 36.5656281)
3730498236,36.5672797,139.8901247,3,,POINT (139.8901247 36.5672797)
3730498238,36.5731601,139.8905234,3,,POINT (139.8905234 36.5731601)
3730516106,36.5877356,139.8847354,4,,POINT (139.8847354 36.5877356)
3730516108,36.583997,139.8852259,4,,POINT (139.8852259 36.583997)
3730516111,36.5887529,139.8878363,4,,POINT (139.8878363 36.5887529)
3730516112,36.5884006,139.8843777,1,,POINT (139.8843777 36.5884006)
3730516113,36.5870728,139.8855753,4,,POINT (139.8855753 36.5870728)
3730516116,36.5838808,139.8826786,3,,POINT (139.8826786 36.5838808)
3730516118,36.5880759,139.8886614,4,,POINT (139.8886614 36.5880759)
3730516121,36.5892258,139.8897151,3,,POINT (139.8897151 36.5892258)
3730516122,36.5868662,139.888515,4,,POINT (139.888515 36.5868662)
3730516124,36.5879552,139.8904291,3,,POINT (139.8904291 36.5879552)
3730516125,36.5871364,139.8846663,4,,POINT (139.8846663 36.5871364)
3730516126,36.588675,139.8887314,4,,POINT (139.8887314 36.588675)
3730516127,36.5851011,139.8903856,1,,POINT (139.8903856 36.5851011)
3730516128,36.5869264,139.8876247,4,,POINT (139.8876247 36.5869264)
3730516129,36.5874943,139.8840156,3,,POINT (139.8840156 36.5874943)
3730516130,36.5837601,139.8884551,4,,POINT (139.8884551 36.5837601)
3730516131,36.5838541,139.8872683,4,,POINT (139.8872683 36.5838541)
3730516133,36.5849699,139.8885922,4,,POINT (139.8885922 36.5849699)
3730516134,36.5883047,139.8857161,4,,POINT (139.8857161 36.5883047)
3730516135,36.5840619,139.8843051,4,,POINT (139.8843051 36.5840619)
3730516137,36.5889074,139.8857895,4,,POINT (139.8857895 36.5889074)
3730516138,36.5885642,139.8903827,3,,POINT (139.8903827 36.5885642)
3730516139,36.5863957,139.8865473,4,,POINT (139.8865473 36.5863957)
3730516140,36.5850612,139.890032,3,,POINT (139.890032 36.5850612)
3730516141,36.584183,139.8827048,4,,POINT (139.8827048 36.584183)
3730516142,36.5839327,139.8862625,4,,POINT (139.8862625 36.5839327)
3730516145,36.5851466,139.8864015,4,,POINT (139.8864015 36.5851466)
3730516148,36.5889806,139.8848772,4,,POINT (139.8848772 36.5889806)
3730516150,36.587771,139.8841517,3,,POINT (139.8841517 36.587771)
3730516151,36.589433,139.8868983,4,,POINT (139.8868983 36.589433)
3730516154,36.5874601,139.8885899,4,,POINT (139.8885899 36.5874601)
3730516155,36.5866218,139.8835858,3,,POINT (139.8835858 36.5866218)
3730516156,36.5888346,139.8868292,4,,POINT (139.8868292 36.5888346)
3730516157,36.5893509,139.88791,4,,POINT (139.88791 36.5893509)
3730516158,36.5890021,139.8846639,1,,POINT (139.8846639 36.5890021)
3730516160,36.5852202,139.8853663,4,,POINT (139.8853663 36.5852202)
3730516161,36.5892817,139.8888046,4,,POINT (139.8888046 36.5892817)
3730516163,36.5861047,139.8904929,1,,POINT (139.8904929 36.5861047)
3730516165,36.5863315,139.8875557,4,,POINT (139.8875557 36.5863315)
3730516169,36.5867844,139.8894406,4,,POINT (139.8894406 36.5867844)
3730516171,36.5836781,139.8895455,3,,POINT (139.8895455 36.5836781)
3730516172,36.5845307,139.8823127,3,,POINT (139.8823127 36.5845307)
3730516174,36.5876803,139.8856432,4,,POINT (139.8856432 36.5876803)
3730516175,36.5862494,139.8885125,4,,POINT (139.8885125 36.5862494)
3730516177,36.5844986,139.8827314,4,,POINT (139.8827314 36.5844986)
3730516178,36.5875936,139.8866857,4,,POINT (139.8866857 36.5875936)
3730516179,36.5895148,139.8858635,4,,POINT (139.8858635 36.5895148)
3730516180,36.5883779,139.8848094,4,,POINT (139.8848094 36.5883779)
3730516181,36.5869995,139.8866171,4,,POINT (139.8866171 36.5869995)
3730516184,36.5873269,139.8904117,3,,POINT (139.8904117 36.5873269)
3730516187,36.5871937,139.8838678,3,,POINT (139.8838678 36.5871937)
3730516188,36.584755,139.8823358,1,,POINT (139.8823358 36.584755)
3730516189,36.5873866,139.8895016,4,,POINT (139.8895016 36.5873866)
3730516190,36.584834,139.8826718,1,,POINT (139.8826718 36.584834)
3730516194,36.5882223,139.8867584,4,,POINT (139.8867584 36.5882223)
3730516195,36.5874467,139.8847021,4,,POINT (139.8847021 36.5874467)
3730516196,36.5842123,139.8822338,1,,POINT (139.8822338 36.5842123)
3730516197,36.5852759,139.884448,3,,POINT (139.884448 36.5852759)
3730516199,36.588141,139.8877655,4,,POINT (139.8877655 36.588141)
3730516203,36.586547,139.8845977,4,,POINT (139.8845977 36.586547)
3730516204,36.5888859,139.8900654,3,,POINT (139.8900654 36.5888859)
3730516205,36.5850648,139.8874098,4,,POINT (139.8874098 36.5850648)
3730516207,36.5880111,139.8895704,4,,POINT (139.8895704 36.5880111)
3730516209,36.5886148,139.8896423,4,,POINT (139.8896423 36.5886148)
3730516210,36.584139,139.8834139,4,,POINT (139.8834139 36.584139)
3730516211,36.5864735,139.8855082,4,,POINT (139.8855082 36.5864735)
3730516212,36.5861767,139.8894569,4,,POINT (139.8894569 36.5861767)
3730516213,36.5875197,139.8876934,4,,POINT (139.8876934 36.5875197)
3730516214,36.5861162,139.8903081,4,,POINT (139.8903081 36.5861162)
3730516215,36.5864157,139.8902764,4,,POINT (139.8902764 36.5864157)
3730516216,36.5895707,139.8849471,3,,POINT (139.8849471 36.5895707)
3730529212,36.5761079,139.9010123,3,,POINT (139.9010123 36.5761079)
3730529215,36.5747284,139.9010243,3,,POINT (139.9010243 36.5747284)
3731537631,36.5417338,139.8989949,3,,POINT (139.8989949 36.5417338)
3740927488,36.5664364,139.9093789,3,,POINT (139.9093789 36.5664364)
3740927492,36.5664649,139.9085041,3,,POINT (139.9085041 36.5664649)
3740927498,36.5658995,139.9084068,3,,POINT (139.9084068 36.5658995)
3740927515,36.5658931,139.9093899,3,,POINT (139.9093899 36.5658931)
3740927527,36.5664386,139.9098134,3,,POINT (139.9098134 36.5664386)
3740927530,36.567263,139.9108433,3,,POINT (139.9108433 36.567263)
3740927532,36.5672889,139.9098457,3,,POINT (139.9098457 36.5672889)
3740927537,36.5664395,139.910838,3,,POINT (139.910838 36.5664395)
3740939330,36.5824412,139.9266736,3,,POINT (139.9266736 36.5824412)
3740939337,36.5837767,139.9285442,3,,POINT (139.9285442 36.5837767)
3740939343,36.5827837,139.9280392,3,,POINT (139.9280392 36.5827837)
3740939344,36.5835875,139.9282882,3,,POINT (139.9282882 36.5835875)
3740939345,36.5726836,139.9276503,3,,POINT (139.9276503 36.5726836)
3740939359,36.5704617,139.9274728,3,,POINT (139.9274728 36.5704617)
3740939364,36.5848762,139.92898,3,,POINT (139.92898 36.5848762)
3740939371,36.583405,139.9289399,3,,POINT (139.9289399 36.583405)
3740968874,36.5474616,139.9176368,3,,POINT (139.9176368 36.5474616)
3740968875,36.5457051,139.9208797,3,,POINT (139.9208797 36.5457051)
3740968878,36.5477081,139.9181541,3,,POINT (139.9181541 36.5477081)
3740968881,36.5457101,139.9217837,3,,POINT (139.9217837 36.5457101)
3740968898,36.5475913,139.9183559,1,,POINT (139.9183559 36.5475913)
3740968902,36.5460743,139.9217891,4,,POINT (139.9217891 36.5460743)
3740980576,36.5407588,139.9152742,4,traffic_signals,POINT (139.9152742 36.5407588)
3740980587,36.5422524,139.9193141,3,,POINT (139.9193141 36.5422524)
3740980593,36.5417279,139.9169653,3,,POINT (139.9169653 36.5417279)
3740980596,36.5411891,139.9140729,3,,POINT (139.9140729 36.5411891)
3740980615,36.5425689,139.9185806,3,,POINT (139.9185806 36.5425689)
3740980616,36.5494468,139.9215578,6,traffic_signals,POINT (139.9215578 36.5494468)
3740983429,36.5425766,139.9176824,4,,POINT (139.9176824 36.5425766)
3740998400,36.5368641,139.9267404,3,,POINT (139.9267404 36.5368641)
3741009556,36.5397267,139.9260311,3,,POINT (139.9260311 36.5397267)
3741009560,36.5403114,139.9266615,1,,POINT (139.9266615 36.5403114)
3751074736,36.5372277,139.8809646,3,traffic_signals,POINT (139.8809646 36.5372277)
3751074737,36.5381246,139.88074,3,,POINT (139.88074 36.5381246)
3751074750,36.5374504,139.8810399,3,traffic_signals,POINT (139.8810399 36.5374504)
3751074764,36.5378812,139.8808318,3,,POINT (139.8808318 36.5378812)
3752392429,36.5427638,139.9016098,3,,POINT (139.9016098 36.5427638)
3752437689,36.5379527,139.8994961,3,,POINT (139.8994961 36.5379527)
3752448296,36.5537414,139.895689,3,,POINT (139.895689 36.5537414)
3752448297,36.5478309,139.8961761,3,,POINT (139.8961761 36.5478309)
